DDF_ID,Originator Source,ft12m,ft11m,ft10m,ft09m,ft08m,ft07m,ft06m,ft05m,ft04m,ft03m,ft02m,ft1_5m,ft01m,ft0_5m,ft00,ft0_5,ft01,ft1_5,ft02,ft03,ft04,ft05,ft06,ft07,ft08,ft09,ft10,ft11,ft12,ft13,ft14,ft15,ft16,ft17,ft18,ft19,ft20,ft21,ft22,ft23,ft24
1,USACE - Chicago District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,7.5,15.0,15.5,16.0,20.5,25.0,28.0,29,31.0,40,43,43,45,46,47,47,49,50,51,52,53,54,55,56,57,58,59,60
2,USACE - Chicago District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,6.0,8,10.0,12.0,13.5,15.0,17.5,20.0,23.0,28,33.0,37,43,48,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81
3,USACE - Chicago District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,1.5,3.0,6.0,9.0,11.0,13.0,25.0,27,28.0,33,34,41,43,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
4,USACE - Chicago District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,4.0,5,5.5,6.0,11.0,16.0,17.5,19.0,22.0,27,32.0,35,36,44,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78
5,USACE - Chicago District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,4.0,8.0,9.0,10.0,11.5,13.0,18.0,20,22.0,24,26,30,34,38,40,42,44,45,46,47,48,49,50,51,52,53,54,55
6,USACE - Chicago District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,4.0,5,6.0,7.0,9.0,11.0,14.0,17.0,22.0,28,33.0,35,38,40,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74
7,USACE - Chicago District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,5.0,10.0,27.0,44.0,53.5,63.0,73.0,78,80.0,81,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82
8,USACE - Chicago District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,7.5,15.0,15.5,16.0,20.5,25.0,28.0,29,31.0,40,43,43,45,46,47,47,49,50,51,52,53,54,55,56,57,58,59,60
9,USACE - Chicago District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,6.0,8,10.0,12.0,13.5,15.0,17.5,20.0,23.0,28,33.0,37,43,48,51,53,55,57,59,60,61,62,63,64,65,66,67,68,69,70
10,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,5.0,10.0,19.0,28.0,31.5,35.0,41.0,43,46.0,48,49,50,50,50,51,51,52,53,55,57,58,60,62,64,66,68,70,72
11,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,5.0,10.0,15.5,21.0,24.0,27.0,32.0,37,43.0,46,50,54,58,60,63,67,70,74,79,82,83,84,85,86,87,88,89,90
12,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,2.5,5.0,13.0,21.0,24.0,27.0,31.0,34,37.0,39,40,40,42,44,47,49,52,55,58,60,62,65,67,69,71,73,75,77
13,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,7.0,14.0,16.5,19.0,25.0,31.0,54.0,93,96.0,96,97,97,97,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
14,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,2.5,5.0,11.5,18.0,21.5,25.0,30.0,34,38.0,41,43,46,48,50,52,54,55,57,59,59,60,63,65,66,67,68,69,70
15,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,2.5,5.0,16.5,28.0,28.5,29.0,31.0,36,37.0,39,40,41,42,44,46,48,52,55,58,61,64,68,69,70,71,72,73,74
16,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,1.5,3.0,4.0,5.0,6.0,7,9.0,12,14,18,21,26,31,36,41,46,50,54,58,62,66,70,74,78,82,86
17,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.5,1.0,1.5,2.0,2.0,2,3.0,5,6,9,11,15,18,22,26,30,34,39,43,48,53,58,63,68,73,78
18,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,2.0,4.0,5.5,7.0,10.0,12,15.0,18,22,26,31,37,43,50,56,61,65,69,72,76,79,82,85,88,91,94
19,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,3.5,7.0,8.5,10.0,14.0,15,15.0,16,18,20,23,26,30,34,38,42,47,52,57,62,67,72,77,82,87,92
20,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,3.5,7.0,8.5,10.0,14.0,15,15.0,16,18,20,23,26,30,34,38,42,47,52,57,62,67,72,77,82,87,92
21,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.5,1.0,5.0,9.0,11.5,14.0,16.0,18,20.0,23,26,30,34,38,42,47,51,55,58,61,64,67,69,71,74,76,78,80
22,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,8.5,17.0,17.0,17.0,18.0,19,21.0,23,25,28,32,35,39,43,47,52,56,61,65,70,75,80,85,90,95,100
23,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,8.5,17.0,17.0,17.0,18.0,19,21.0,23,25,28,32,35,39,43,49,52,56,61,65,70,75,80,85,90,95,100
24,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.5,1.0,1.5,2.0,5.0,8,12.0,17,22,28,36,43,50,58,66,75,83,92,100,100,100,100,100,100,100,100
25,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,6.0,12.0,14.5,17.0,19.0,21.0,25.0,28,31.0,34,36,38,41,43,45,47,48,50,52,54,55,57,59,61,63,65,67,69
26,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,7.0,14.0,17.0,20.0,26.0,32.0,33.0,34,36.0,38,42,50,56,60,63,67,70,73,76,78,81,84,86,88,90,92,94,96
27,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,1.0,2.0,2.5,3.0,5.0,8,10.0,12,15,17,20,23,27,31,35,40,45,50,55,60,66,71,76,81,86,91
28,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,1.5,3.0,5.0,7.0,7.0,7,9.0,11,14,17,20,23,26,30,33,37,40,44,48,52,57,61,65,69,73,77
29,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,30.0,60.0,60.0,60,60.0,60,60,60,60,60,60,80,80,80,80,80,80,80,80,80,80,80,80,80
30,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,4.0,8.0,9.0,10.0,11.0,13,15.0,18,21,24,28,32,37,41,46,51,56,61,66,71,76,81,86,91,96,100
31,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,10.0,20.0,21.0,22.0,24.0,26,27.0,28,29,30,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
32,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.5,1.0,3.0,5.0,5.0,5,7.0,8,11,14,18,22,27,33,38,45,51,57,63,68,73,78,83,88,93,98
33,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,7.5,15.0,17.5,20.0,30.0,35,40.0,45,50,60,70,80,85,90,95,100,100,100,100,100,100,100,100,100,100,100
34,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,10.0,20.0,22.0,24.0,28.0,32,34.0,36,38,40,42,44,46,48,50,50,50,50,50,50,50,50,50,50,50,50
35,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.5,1.0,1.5,2.0,2.0,2.0,3.0,4,4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
36,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,3.5,7.0,7.0,7.0,8.0,9,11.0,13,16,19,22,26,30,34,38,42,46,51,55,60,64,68,72,76,80,84
37,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.5,1.0,1.5,2.0,5.0,8,12.0,17,22,28,36,43,50,58,66,75,83,92,100,100,100,100,100,100,100,100
38,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,1.0,2.0,3.0,4.0,4.0,5,6.0,7,9,11,14,17,21,25,29,33,37,42,46,51,55,59,63,67,71,75
39,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,8.5,17.0,17.0,17.0,17.0,17.0,17.0,23,32.0,45,55,61,66,69,73,76,78,80,82,85,86,87,89,91,93,95,97,99
40,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,2.5,5.0,6.5,8.0,9.0,9,9.0,11,14,18,24,31,40,50,58,64,69,73,77,80,83,86,89,92,95,98
41,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,2.5,5.0,8.0,11.0,16.0,21,26.0,31,37,42,47,52,56,61,65,70,74,78,81,84,87,90,93,96,99,100
42,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,10.0,20.0,21.0,22.0,24.0,26,28.0,30,32,34,36,38,39,40,43,47,50,50,50,50,50,50,50,50,50,50
43,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,1.5,3.0,3.5,4.0,5.0,6,7.0,10,14,20,29,37,44,50,55,59,63,67,71,75,78,82,86,90,94,98
44,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,5.0,10.0,10.0,10.0,10.0,11,12.0,13,14,16,18,20,22,25,29,34,41,50,58,63,68,73,78,83,88,93
45,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,6.0,12.0,12.0,12.0,12.0,12,12.0,12,14,15,18,21,25,30,35,40,46,52,58,64,70,76,82,88,94,100
46,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,9.0,18.0,19.0,20.0,20.0,20,20.0,20,22,27,33,39,44,49,53,58,62,66,69,73,77,81,85,89,93,97
47,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,6.0,12.0,12.5,13.0,15.0,16,17.0,18,21,25,30,35,42,50,57,63,67,72,75,79,82,85,88,91,94,97
48,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.5,1.0,1.0,1.0,2.0,2,3.0,5,6,8,11,16,22,29,39,50,60,67,72,77,80,83,86,89,92,95
49,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,5.0,10.0,10.0,10.0,10.0,11,12.0,14,17,23,31,38,44,50,55,61,66,71,75,79,83,87,91,95,99,100
50,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,10.0,20.0,22.5,25.0,30.0,35,40.0,45,50,60,70,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
51,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,2.5,5.0,7.5,10.0,11.5,13.0,14.0,15,15.0,15,16,18,23,27,37,50,59,66,71,75,78,82,84,86,88,90,92,94
52,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,1.0,2.0,2.0,2.0,2.5,3.0,6.0,10,15.0,22,27,32,37,41,46,50,54,58,62,65,69,73,77,81,85,89,93,97
53,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,15.0,30.0,37.0,43,55.0,60,67,75,80,83,86,90,90,90,90,90,90,90,90,90,90,90,90,90
54,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,10.0,20.0,25.0,30.0,33.0,36,39.0,42,45,47,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60
55,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,7.5,15.0,15.0,20,25.0,30,35,40,45,50,55,65,75,80,80,80,80,80,80,80,80,80,80,80
56,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,1.0,3.0,5,7.0,10,13,16,19,23,27,33,38,49,60,69,76,82,86,90,94,98,100,100
57,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,1.5,3.0,4.5,6.0,9.0,12,15.0,18,21,24,27,30,33,36,39,40,45,50,50,50,50,50,50,50,50,50
58,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,4.0,8.0,8.5,9.0,10.0,12,15.0,17,18,18,19,20,23,26,29,33,38,43,49,55,61,67,73,79,85,91
59,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,4.5,9.0,11.0,13.0,18.0,21,22.0,23,24,25,25,25,26,27,28,29,29,30,31,31,32,33,34,35,36,37
60,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,4.0,8.0,8.5,9.0,10.0,12,15.0,17,18,18,19,20,23,29,33,38,43,49,55,61,67,73,79,85,91,97
61,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,5.0,10.0,10.0,10.0,10.0,11,12.0,13,14,15,20,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
62,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,5.0,10.0,11.0,12.0,14.0,16,18.0,20,23,26,30,40,45,55,55,55,55,55,55,55,55,55,55,55,55,55
63,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,10.0,20.0,24.0,28,32.0,36,40,44,48,50,50,55,55,60,60,60,60,60,60,60,60,60,60,60
64,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,5.0,10.0,12.5,15.0,20.0,25,30.0,33,36,40,50,55,60,60,60,60,60,60,60,60,60,60,60,60,60,60
65,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5,10.0,10,15,15,20,20,25,25,35,35,45,45,45,45,45,45,45,45,45,45
66,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,2.5,5.0,6.5,8.0,11.0,13,16.0,19,22,25,29,32,37,41,45,49,52,55,58,61,63,66,68,70,71,73
67,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,2.5,5.0,5.0,5.0,5.0,5,7.0,10,14,19,25,32,40,50,57,63,68,72,76,79,82,85,88,91,94,97
68,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,1.5,3.0,3.0,3.0,3.0,4,5.0,8,12,17,23,31,40,48,56,64,70,76,80,84,88,92,96,100,100,100
69,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.5,3.0,5.0,6,7.0,8,10,13,17,21,25,30,40,50,60,70,80,80,80,80,80,80,80,80
70,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,5.0,10.0,11.0,12,13.0,13,14,14,15,15,17,18,19,20,22,24,25,27,28,29,30,31,32,33
71,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.5,1.0,1.5,2.0,2.0,2,3.0,4,6,8,9,12,15,20,25,32,40,50,58,64,69,74,79,84,89,94
72,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1,1.0,4,4,5,5,7,9,13,17,21,27,33,39,46,54,62,70,78,86,94
73,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,7.5,15.0,19.0,23.0,27.0,30,32.0,33,34,35,35,35,41,43,45,47,49,51,53,55,57,59,61,63,65,67
74,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.5,1.0,3.0,5.0,10.0,10,10.0,10,20,30,50,50,50,50,55,55,55,55,55,55,55,55,55,55,55,55
75,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,9.0,18.0,21.5,25.0,25.0,25,25.0,25,25,25,25,25,26,27,27,28,28,28,29,29,29,29,29,29,29,29
76,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2.0,4.0,8.0,12,16.0,20,25,30,35,40,45,50,50,50,50,50,50,50,50,50,50,50,50,50
77,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,8,10.0,12,15,20,25,35,45,60,70,70,70,70,70,70,70,70,70,70,70,70
78,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,4.0,8.0,12.0,16.0,23.0,28,33.0,37,39,40,40,40,43,44,45,47,48,49,50,52,53,54,55,56,57,58
79,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,10.0,20.0,22.0,24.0,28.0,32,35.0,39,43,47,50,55,60,60,60,60,60,60,60,60,60,60,60,60,60,60
80,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,5.0,10.0,13.5,17.0,22.0,24,26.0,27,28,30,30,30,35,37,39,41,43,45,47,49,51,53,55,57,59,61
81,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,2.5,5.0,7.5,10.0,20.0,30,50.0,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
82,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.5,1.0,3.0,5.0,5.0,5,5.0,5,6,6,8,10,14,19,25,32,40,50,58,65,70,75,80,85,90,95
83,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,1.0,2.0,4.0,6.0,12.0,15,20.0,25,32,41,50,57,61,66,69,72,75,77,80,82,84,86,88,90,92,94
84,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2.5,5.0,10.0,15,20.0,25,30,32,36,38,40,50,60,60,60,60,60,60,60,60,60,60,60,60
85,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1,3.0,5,8,12,16,21,26,32,38,45,51,58,65,73,80,87,94,100,100,100
86,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6,7.0,8,10,13,17,21,25,30,35,35,35,35,35,35,35,35,35,35,35,35
87,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.5,1.0,1.5,2.0,3.0,4,5.0,8,12,16,21,26,32,38,45,51,58,65,73,82,91,100,100,100,100,100
88,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,2.0,4.0,5.0,6.0,7.0,11,11.0,18,24,30,36,41,46,50,53,57,60,64,67,71,75,79,83,87,91,95
89,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,4.5,9.0,10.5,12.0,13.0,16,19.0,22,25,28,32,35,39,43,47,50,54,57,61,64,68,71,75,78,82,85
90,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,6.5,13.0,15.0,17.0,18.0,24,31.0,37,41,45,47,49,50,50,51,52,54,56,59,62,66,70,74,78,82,86
91,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,5.0,10.0,12.0,14.0,17.0,23,28.0,34,38,43,47,50,54,57,61,64,67,71,74,77,80,83,86,89,92,95
92,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,6.0,12.0,12.0,12.0,12.0,12,12.0,12,14,15,18,21,25,30,35,40,46,52,58,64,70,76,82,88,94,100
93,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5,10.0,10,15,15,20,20,25,25,30,30,35,35,40,40,45,45,50,50,55,55
94,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,9.5,19.0,21.0,23.0,25.0,25,25.0,26,27,28,31,35,41,50,58,64,69,73,77,80,82,84,86,88,90,92
95,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,2.0,4.0,5.0,6.0,6.0,8,10.0,13,17,22,28,34,42,50,57,62,67,71,75,78,81,84,87,90,93,96
96,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,2.0,4.0,5.0,6.0,6.0,8,10.0,13,17,22,28,34,42,50,57,62,67,71,75,78,81,84,87,90,93,96
97,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,7.5,15.0,15.5,16.0,16.0,20,25.0,29,33,37,41,44,47,50,53,56,58,61,65,68,73,78,83,88,93,98
98,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.5,1.0,3.0,5.0,5.0,5,6.0,7,9,11,14,17,20,24,28,32,36,41,45,51,56,61,66,71,76,81
99,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,1.0,2.0,3.5,5.0,8.0,12,15.0,18,21,23,26,28,31,33,36,39,42,47,51,57,62,67,72,77,82,87
100,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,10.0,20.0,22.5,25.0,30.0,35,40.0,45,50,60,65,70,75,75,75,75,75,75,75,75,75,75,75,75,75,75
101,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,6.0,12.0,15.0,18.0,23.0,26,27.0,28,29,30,30,30,32,33,35,35,36,37,38,39,40,41,42,43,44,45
102,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,3.0,6.0,6.0,6.0,6.0,7,8.0,10,12,15,18,23,27,32,38,44,50,56,62,69,75,81,87,93,99,100
103,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,1.0,2.0,6.5,11.0,13.5,16.0,22.0,28,35.0,38,41,44,47,50,54,57,59,62,66,68,70,72,74,76,77,78,79,80
104,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,8.5,17.0,17.0,17.0,20.0,23,27.0,28,30,32,34,40,40,40,40,43,59,59,59,59,59,59,59,59,59,59
105,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,5.0,10.0,14.5,19.0,26.0,32,40.0,48,56,64,71,78,85,91,97,100,100,100,100,100,100,100,100,100,100,100
106,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,2.0,4.0,4.5,5.0,7.0,10,13.0,16,22,26,31,37,43,49,55,60,65,70,75,79,83,87,91,95,99,100
107,USACE - Galveston District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.5,1.0,1.5,2.0,3.0,5,8.0,11,13,16,18,21,25,29,34,38,44,49,54,59,65,70,75,80,85,90
