ddf_id,comment,depth_m12_0,depth_m11_0,depth_m10_0,depth_m9_0,depth_m8_0,depth_m7_0,depth_m6_0,depth_m5_0,depth_m4_0,depth_m3_0,depth_m2_0,depth_m1_5,depth_m1_0,depth_m0_5,depth_0_0,depth_0_5,depth_1_0,depth_1_5,depth_2_0,depth_3_0,depth_4_0,depth_5_0,depth_6_0,depth_7_0,depth_8_0,depth_9_0,depth_10_0,depth_11_0,depth_12_0,depth_13_0,depth_14_0,depth_15_0,depth_16_0,depth_17_0,depth_18_0,depth_19_0,depth_20_0,depth_21_0,depth_22_0,depth_23_0,depth_24_0
293,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,25.0,,61.0,75.0,85.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
294,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,55.0,,69.0,77.0,86.0,94.0,94.0,94.0,94.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0
295,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,23.0,,55.0,69.0,77.0,86.0,94.0,94.0,94.0,94.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0
296,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,30.0,,55.0,65.0,77.0,88.0,96.0,96.0,97.0,97.0,97.0,97.0,97.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
297,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,61.0,,75.0,85.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
298,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,25.0,,61.0,75.0,85.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
299,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,55.0,,69.0,77.0,86.0,94.0,94.0,94.0,94.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0
300,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,23.0,,55.0,69.0,77.0,86.0,94.0,94.0,94.0,94.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0
301,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,30.0,,55.0,65.0,77.0,88.0,96.0,96.0,97.0,97.0,97.0,97.0,97.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
302,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
303,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,30.0,,87.0,95.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
304,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,92.0,,92.0,94.0,95.0,95.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0
305,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,27.0,,79.0,87.0,90.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0
306,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,39.0,,54.0,66.0,79.0,92.0,97.0,98.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
307,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
308,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,30.0,,87.0,95.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
309,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,92.0,,92.0,94.0,95.0,95.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0
310,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,27.0,,79.0,87.0,90.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0
311,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,39.0,,54.0,66.0,79.0,92.0,97.0,98.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
312,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
313,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,30.0,,87.0,95.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
314,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,92.0,,92.0,94.0,95.0,95.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0
315,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,27.0,,79.0,87.0,90.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0
316,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,39.0,,54.0,66.0,79.0,92.0,97.0,98.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
317,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,34.0,,69.0,71.0,72.0,81.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0
318,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,21.0,,33.0,66.0,67.0,69.0,77.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0
319,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,31.0,,63.0,64.0,66.0,73.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0
320,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,20.0,,31.0,63.0,64.0,66.0,73.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0
321,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,30.0,,41.0,52.0,65.0,75.0,91.0,93.0,93.0,93.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
322,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
323,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,30.0,,87.0,95.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
324,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,92.0,,92.0,94.0,95.0,95.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0
325,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,27.0,,79.0,87.0,90.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0
326,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,39.0,,54.0,66.0,79.0,92.0,97.0,98.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
327,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,61.0,,75.0,85.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
328,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,25.0,,61.0,75.0,85.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
329,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,55.0,,69.0,77.0,86.0,94.0,94.0,94.0,94.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0
330,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,23.0,,55.0,69.0,77.0,86.0,94.0,94.0,94.0,94.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0
331,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,30.0,,55.0,65.0,77.0,88.0,96.0,96.0,97.0,97.0,97.0,97.0,97.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
332,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
333,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,30.0,,87.0,95.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
334,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,92.0,,92.0,94.0,95.0,95.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0
335,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,27.0,,79.0,87.0,90.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0
336,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,39.0,,54.0,66.0,79.0,92.0,97.0,98.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
337,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,22.0,,29.0,34.0,43.0,51.0,59.0,67.0,75.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0
338,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,13.0,,21.0,28.0,33.0,41.0,49.0,56.0,64.0,71.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0
339,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,20.0,,27.0,31.0,39.0,46.0,53.0,61.0,68.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0
340,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,12.0,,20.0,27.0,31.0,39.0,46.0,53.0,61.0,68.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0
341,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,28.0,,45.0,55.0,62.0,72.0,78.0,82.0,87.0,90.0,93.0,95.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0
342,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,34.0,,69.0,71.0,72.0,81.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0
343,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,21.0,,33.0,66.0,67.0,69.0,77.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0
344,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,31.0,,63.0,64.0,66.0,73.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0
345,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,20.0,,31.0,63.0,64.0,66.0,73.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0
346,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,30.0,,41.0,52.0,65.0,75.0,91.0,93.0,93.0,93.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
347,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,61.0,,75.0,85.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
348,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,25.0,,61.0,75.0,85.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
349,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,55.0,,69.0,77.0,86.0,94.0,94.0,94.0,94.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0
350,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,23.0,,55.0,69.0,77.0,86.0,94.0,94.0,94.0,94.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0
351,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,30.0,,55.0,65.0,77.0,88.0,96.0,96.0,97.0,97.0,97.0,97.0,97.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
352,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,61.0,,75.0,85.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
353,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,25.0,,61.0,75.0,85.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
354,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,55.0,,69.0,77.0,86.0,94.0,94.0,94.0,94.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0
355,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,23.0,,55.0,69.0,77.0,86.0,94.0,94.0,94.0,94.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0
356,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,30.0,,55.0,65.0,77.0,88.0,96.0,96.0,97.0,97.0,97.0,97.0,97.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
357,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,43.0,,64.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
358,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,19.0,,39.0,75.0,92.0,94.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
359,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,28.0,,42.0,66.0,81.0,83.0,91.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0
360,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,16.0,,34.0,65.0,80.0,82.0,90.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0
361,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,31.0,,52.0,65.0,73.0,79.0,82.0,84.0,86.0,88.0,89.0,91.0,92.0,95.0,96.0,98.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
362,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,61.0,,75.0,85.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
363,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,25.0,,61.0,75.0,85.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
364,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,55.0,,69.0,77.0,86.0,94.0,94.0,94.0,94.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0
365,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,23.0,,55.0,69.0,77.0,86.0,94.0,94.0,94.0,94.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0
366,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,30.0,,55.0,65.0,77.0,88.0,96.0,96.0,97.0,97.0,97.0,97.0,97.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
367,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,34.0,,69.0,71.0,72.0,81.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0
368,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,21.0,,33.0,66.0,67.0,69.0,77.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0
369,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,31.0,,63.0,64.0,66.0,73.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0
370,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,20.0,,31.0,63.0,64.0,66.0,73.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0
371,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,30.0,,41.0,52.0,65.0,75.0,91.0,93.0,93.0,93.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
372,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,34.0,,69.0,71.0,72.0,81.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0
373,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,21.0,,33.0,66.0,67.0,69.0,77.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0
374,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,31.0,,63.0,64.0,66.0,73.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0
375,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,20.0,,31.0,63.0,64.0,66.0,73.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0
376,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,30.0,,41.0,52.0,65.0,75.0,91.0,93.0,93.0,93.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
377,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,43.0,,64.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
378,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,19.0,,39.0,75.0,92.0,94.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
379,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,28.0,,42.0,66.0,81.0,83.0,91.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0
380,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,16.0,,34.0,65.0,80.0,82.0,90.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0
381,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,31.0,,52.0,65.0,73.0,79.0,82.0,84.0,86.0,88.0,89.0,91.0,92.0,95.0,96.0,98.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
382,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,43.0,,64.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
383,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,19.0,,39.0,75.0,92.0,94.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
384,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,28.0,,42.0,66.0,81.0,83.0,91.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0
385,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,16.0,,34.0,65.0,80.0,82.0,90.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0
386,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,31.0,,52.0,65.0,73.0,79.0,82.0,84.0,86.0,88.0,89.0,91.0,92.0,95.0,96.0,98.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
387,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,43.0,,64.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
388,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,19.0,,39.0,75.0,92.0,94.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
389,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,28.0,,42.0,66.0,81.0,83.0,91.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0
390,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,16.0,,34.0,65.0,80.0,82.0,90.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0
391,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,31.0,,52.0,65.0,73.0,79.0,82.0,84.0,86.0,88.0,89.0,91.0,92.0,95.0,96.0,98.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
392,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,85.0,,87.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
393,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,72.0,,72.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
394,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,75.0,,76.0,97.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
395,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,65.0,,65.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
396,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,25.0,,55.0,69.0,79.0,84.0,85.0,85.0,85.0,85.0,90.0,90.0,90.0,92.0,93.0,94.0,95.0,96.0,97.0,98.0,99.0,100.0,100.0,100.0,100.0
