ddf_id,comment,depth_m12_0,depth_m11_0,depth_m10_0,depth_m9_0,depth_m8_0,depth_m7_0,depth_m6_0,depth_m5_0,depth_m4_0,depth_m3_0,depth_m2_0,depth_m1_5,depth_m1_0,depth_m0_5,depth_0_0,depth_0_5,depth_1_0,depth_1_5,depth_2_0,depth_3_0,depth_4_0,depth_5_0,depth_6_0,depth_7_0,depth_8_0,depth_9_0,depth_10_0,depth_11_0,depth_12_0,depth_13_0,depth_14_0,depth_15_0,depth_16_0,depth_17_0,depth_18_0,depth_19_0,depth_20_0,depth_21_0,depth_22_0,depth_23_0,depth_24_0
1,"Matches FEMA_FIMA_3, Matches BCA Toolkit up to 15'",,,,,,,,,0.0,0.0,0.0,,0.0,,15.0,,16.0,,25.0,28.0,29.0,31.0,40.0,43.0,43.0,45.0,46.0,47.0,47.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0
2,"Matches FEMA_FIMA_3, Matches BCA Toolkit up to 15'",,,,,,,,,0.0,0.0,4.0,,8.0,,12.0,,15.0,,20.0,23.0,28.0,33.0,37.0,43.0,48.0,51.0,53.0,55.0,57.0,59.0,61.0,63.0,65.0,67.0,69.0,71.0,73.0,75.0,77.0,79.0,81.0
3,"Matches FEMA_FIMA_3, Matches BCA Toolkit up to 15'",,,,,,,,,0.0,0.0,0.0,,0.0,,3.0,,9.0,,13.0,25.0,27.0,28.0,33.0,34.0,41.0,43.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0
4,"Matches FEMA_FIMA_3, Matches BCA Toolkit up to 15'",,,,,,,,,0.0,0.0,3.0,,5.0,,6.0,,16.0,,19.0,22.0,27.0,32.0,35.0,36.0,44.0,48.0,50.0,52.0,54.0,56.0,58.0,60.0,62.0,64.0,66.0,68.0,70.0,72.0,74.0,76.0,78.0
5,"Matches FEMA_FIMA_3, Matches BCA Toolkit up to 15'",,,,,,,,,0.0,0.0,0.0,,0.0,,8.0,,10.0,,13.0,18.0,20.0,22.0,24.0,26.0,30.0,34.0,38.0,40.0,42.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0
6,"Matches FEMA_FIMA_3, Matches BCA Toolkit up to 15'",,,,,,,,,0.0,0.0,3.0,,5.0,,7.0,,11.0,,17.0,22.0,28.0,33.0,35.0,38.0,40.0,44.0,46.0,48.0,50.0,52.0,54.0,56.0,58.0,60.0,62.0,64.0,66.0,68.0,70.0,72.0,74.0
7,"Matches FEMA_FIMA_3, Matches BCA Toolkit up to 15'",,,,,,,,,0.0,0.0,0.0,,0.0,,10.0,,44.0,,63.0,73.0,78.0,80.0,81.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0
8,"Matches FEMA_FIMA_3, Matches BCA Toolkit up to 15'",,,,,,,,,0.0,0.0,0.0,,0.0,,15.0,,16.0,,25.0,28.0,29.0,31.0,40.0,43.0,43.0,45.0,46.0,47.0,47.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0
9,"Matches FEMA_FIMA_3, Matches BCA Toolkit up to 15'",,,,,,,,,0.0,0.0,4.0,,8.0,,12.0,,15.0,,20.0,23.0,28.0,33.0,37.0,43.0,48.0,51.0,53.0,55.0,57.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0
10,,,,,,,,,,0.0,0.0,0.0,,0.0,,10.0,,28.0,,35.0,41.0,43.0,46.0,48.0,49.0,50.0,50.0,50.0,51.0,51.0,52.0,53.0,55.0,57.0,58.0,60.0,62.0,64.0,66.0,68.0,70.0,72.0
11,,,,,,,,,,0.0,0.0,0.0,,0.0,,10.0,,21.0,,27.0,32.0,37.0,43.0,46.0,50.0,54.0,58.0,60.0,63.0,67.0,70.0,74.0,79.0,82.0,83.0,84.0,85.0,86.0,87.0,88.0,89.0,90.0
12,,,,,,,,,,0.0,0.0,0.0,,0.0,,5.0,,21.0,,27.0,31.0,34.0,37.0,39.0,40.0,40.0,42.0,44.0,47.0,49.0,52.0,55.0,58.0,60.0,62.0,65.0,67.0,69.0,71.0,73.0,75.0,77.0
13,,,,,,,,,,0.0,0.0,0.0,,0.0,,14.0,,19.0,,31.0,54.0,93.0,96.0,96.0,97.0,97.0,97.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0
14,,,,,,,,,,0.0,0.0,0.0,,0.0,,5.0,,18.0,,25.0,30.0,34.0,38.0,41.0,43.0,46.0,48.0,50.0,52.0,54.0,55.0,57.0,59.0,59.0,60.0,63.0,65.0,66.0,67.0,68.0,69.0,70.0
15,,,,,,,,,,0.0,0.0,0.0,,0.0,,5.0,,28.0,,29.0,31.0,36.0,37.0,39.0,40.0,41.0,42.0,44.0,46.0,48.0,52.0,55.0,58.0,61.0,64.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0
16,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,3.0,,5.0,6.0,7.0,9.0,12.0,14.0,18.0,21.0,26.0,31.0,36.0,41.0,46.0,50.0,54.0,58.0,62.0,66.0,70.0,74.0,78.0,82.0,86.0
17,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,1.0,,2.0,2.0,2.0,3.0,5.0,6.0,9.0,11.0,15.0,18.0,22.0,26.0,30.0,34.0,39.0,43.0,48.0,53.0,58.0,63.0,68.0,73.0,78.0
18,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,4.0,,7.0,10.0,12.0,15.0,18.0,22.0,26.0,31.0,37.0,43.0,50.0,56.0,61.0,65.0,69.0,72.0,76.0,79.0,82.0,85.0,88.0,91.0,94.0
19,RES6 default,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,7.0,,10.0,14.0,15.0,15.0,16.0,18.0,20.0,23.0,26.0,30.0,34.0,38.0,42.0,47.0,52.0,57.0,62.0,67.0,72.0,77.0,82.0,87.0,92.0
20,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,7.0,,10.0,14.0,15.0,15.0,16.0,18.0,20.0,23.0,26.0,30.0,34.0,38.0,42.0,47.0,52.0,57.0,62.0,67.0,72.0,77.0,82.0,87.0,92.0
21,,,,,,,,,,0.0,0.0,0.0,,0.0,,1.0,,9.0,,14.0,16.0,18.0,20.0,23.0,26.0,30.0,34.0,38.0,42.0,47.0,51.0,55.0,58.0,61.0,64.0,67.0,69.0,71.0,74.0,76.0,78.0,80.0
22,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,17.0,,17.0,18.0,19.0,21.0,23.0,25.0,28.0,32.0,35.0,39.0,43.0,47.0,52.0,56.0,61.0,65.0,70.0,75.0,80.0,85.0,90.0,95.0,100.0
23,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,17.0,,17.0,18.0,19.0,21.0,23.0,25.0,28.0,32.0,35.0,39.0,43.0,49.0,52.0,56.0,61.0,65.0,70.0,75.0,80.0,85.0,90.0,95.0,100.0
24,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,1.0,,2.0,5.0,8.0,12.0,17.0,22.0,28.0,36.0,43.0,50.0,58.0,66.0,75.0,83.0,92.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
25,,,,,,,,,,0.0,0.0,0.0,,0.0,,12.0,,17.0,,21.0,25.0,28.0,31.0,34.0,36.0,38.0,41.0,43.0,45.0,47.0,48.0,50.0,52.0,54.0,55.0,57.0,59.0,61.0,63.0,65.0,67.0,69.0
26,,,,,,,,,,0.0,0.0,0.0,,0.0,,14.0,,20.0,,32.0,33.0,34.0,36.0,38.0,42.0,50.0,56.0,60.0,63.0,67.0,70.0,73.0,76.0,78.0,81.0,84.0,86.0,88.0,90.0,92.0,94.0,96.0
27,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,2.0,,3.0,5.0,8.0,10.0,12.0,15.0,17.0,20.0,23.0,27.0,31.0,35.0,40.0,45.0,50.0,55.0,60.0,66.0,71.0,76.0,81.0,86.0,91.0
28,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,3.0,,7.0,7.0,7.0,9.0,11.0,14.0,17.0,20.0,23.0,26.0,30.0,33.0,37.0,40.0,44.0,48.0,52.0,57.0,61.0,65.0,69.0,73.0,77.0
29,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0
30,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,8.0,,10.0,11.0,13.0,15.0,18.0,21.0,24.0,28.0,32.0,37.0,41.0,46.0,51.0,56.0,61.0,66.0,71.0,76.0,81.0,86.0,91.0,96.0,100.0
31,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,20.0,,22.0,24.0,26.0,27.0,28.0,29.0,30.0,40.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
32,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,1.0,,5.0,5.0,5.0,7.0,8.0,11.0,14.0,18.0,22.0,27.0,33.0,38.0,45.0,51.0,57.0,63.0,68.0,73.0,78.0,83.0,88.0,93.0,98.0
33,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,15.0,,20.0,30.0,35.0,40.0,45.0,50.0,60.0,70.0,80.0,85.0,90.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
34,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,20.0,,24.0,28.0,32.0,34.0,36.0,38.0,40.0,42.0,44.0,46.0,48.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
35,,,,,,,,,,0.0,0.0,0.0,,0.0,,1.0,,2.0,,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
36,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,7.0,,7.0,8.0,9.0,11.0,13.0,16.0,19.0,22.0,26.0,30.0,34.0,38.0,42.0,46.0,51.0,55.0,60.0,64.0,68.0,72.0,76.0,80.0,84.0
37,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,1.0,,2.0,5.0,8.0,12.0,17.0,22.0,28.0,36.0,43.0,50.0,58.0,66.0,75.0,83.0,92.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
38,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,2.0,,4.0,4.0,5.0,6.0,7.0,9.0,11.0,14.0,17.0,21.0,25.0,29.0,33.0,37.0,42.0,46.0,51.0,55.0,59.0,63.0,67.0,71.0,75.0
39,,,,,,,,,,0.0,0.0,0.0,,0.0,,17.0,,17.0,,17.0,17.0,23.0,32.0,45.0,55.0,61.0,66.0,69.0,73.0,76.0,78.0,80.0,82.0,85.0,86.0,87.0,89.0,91.0,93.0,95.0,97.0,99.0
40,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,5.0,,8.0,9.0,9.0,9.0,11.0,14.0,18.0,24.0,31.0,40.0,50.0,58.0,64.0,69.0,73.0,77.0,80.0,83.0,86.0,89.0,92.0,95.0,98.0
41,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,5.0,,11.0,16.0,21.0,26.0,31.0,37.0,42.0,47.0,52.0,56.0,61.0,65.0,70.0,74.0,78.0,81.0,84.0,87.0,90.0,93.0,96.0,99.0,100.0
42,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,20.0,,22.0,24.0,26.0,28.0,30.0,32.0,34.0,36.0,38.0,39.0,40.0,43.0,47.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
43,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,3.0,,4.0,5.0,6.0,7.0,10.0,14.0,20.0,29.0,37.0,44.0,50.0,55.0,59.0,63.0,67.0,71.0,75.0,78.0,82.0,86.0,90.0,94.0,98.0
44,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,10.0,,10.0,10.0,11.0,12.0,13.0,14.0,16.0,18.0,20.0,22.0,25.0,29.0,34.0,41.0,50.0,58.0,63.0,68.0,73.0,78.0,83.0,88.0,93.0
45,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,12.0,,12.0,12.0,12.0,12.0,12.0,14.0,15.0,18.0,21.0,25.0,30.0,35.0,40.0,46.0,52.0,58.0,64.0,70.0,76.0,82.0,88.0,94.0,100.0
46,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,18.0,,20.0,20.0,20.0,20.0,20.0,22.0,27.0,33.0,39.0,44.0,49.0,53.0,58.0,62.0,66.0,69.0,73.0,77.0,81.0,85.0,89.0,93.0,97.0
47,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,12.0,,13.0,15.0,16.0,17.0,18.0,21.0,25.0,30.0,35.0,42.0,50.0,57.0,63.0,67.0,72.0,75.0,79.0,82.0,85.0,88.0,91.0,94.0,97.0
48,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,1.0,,1.0,2.0,2.0,3.0,5.0,6.0,8.0,11.0,16.0,22.0,29.0,39.0,50.0,60.0,67.0,72.0,77.0,80.0,83.0,86.0,89.0,92.0,95.0
49,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,10.0,,10.0,10.0,11.0,12.0,14.0,17.0,23.0,31.0,38.0,44.0,50.0,55.0,61.0,66.0,71.0,75.0,79.0,83.0,87.0,91.0,95.0,99.0,100.0
50,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,20.0,,25.0,30.0,35.0,40.0,45.0,50.0,60.0,70.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0
51,,,,,,,,,,0.0,0.0,0.0,,0.0,,5.0,,10.0,,13.0,14.0,15.0,15.0,15.0,16.0,18.0,23.0,27.0,37.0,50.0,59.0,66.0,71.0,75.0,78.0,82.0,84.0,86.0,88.0,90.0,92.0,94.0
52,,,,,,,,,,0.0,0.0,0.0,,0.0,,2.0,,2.0,,3.0,6.0,10.0,15.0,22.0,27.0,32.0,37.0,41.0,46.0,50.0,54.0,58.0,62.0,65.0,69.0,73.0,77.0,81.0,85.0,89.0,93.0,97.0
53,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,30.0,37.0,43.0,55.0,60.0,67.0,75.0,80.0,83.0,86.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
54,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,20.0,,30.0,33.0,36.0,39.0,42.0,45.0,47.0,50.0,50.0,50.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
55,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,15.0,15.0,20.0,25.0,30.0,35.0,40.0,45.0,50.0,55.0,65.0,75.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0
56,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,1.0,3.0,5.0,7.0,10.0,13.0,16.0,19.0,23.0,27.0,33.0,38.0,49.0,60.0,69.0,76.0,82.0,86.0,90.0,94.0,98.0,100.0,100.0
57,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,3.0,,6.0,9.0,12.0,15.0,18.0,21.0,24.0,27.0,30.0,33.0,36.0,39.0,40.0,45.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
58,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,8.0,,9.0,10.0,12.0,15.0,17.0,18.0,18.0,19.0,20.0,23.0,26.0,29.0,33.0,38.0,43.0,49.0,55.0,61.0,67.0,73.0,79.0,85.0,91.0
59,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,9.0,,13.0,18.0,21.0,22.0,23.0,24.0,25.0,25.0,25.0,26.0,27.0,28.0,29.0,29.0,30.0,31.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0
60,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,8.0,,9.0,10.0,12.0,15.0,17.0,18.0,18.0,19.0,20.0,23.0,29.0,33.0,38.0,43.0,49.0,55.0,61.0,67.0,73.0,79.0,85.0,91.0,97.0
61,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,10.0,,10.0,10.0,11.0,12.0,13.0,14.0,15.0,20.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
62,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,10.0,,12.0,14.0,16.0,18.0,20.0,23.0,26.0,30.0,40.0,45.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0
63,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,20.0,24.0,28.0,32.0,36.0,40.0,44.0,48.0,50.0,50.0,55.0,55.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
64,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,10.0,,15.0,20.0,25.0,30.0,33.0,36.0,40.0,50.0,55.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
65,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,2.0,5.0,10.0,10.0,15.0,15.0,20.0,20.0,25.0,25.0,35.0,35.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
66,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,5.0,,8.0,11.0,13.0,16.0,19.0,22.0,25.0,29.0,32.0,37.0,41.0,45.0,49.0,52.0,55.0,58.0,61.0,63.0,66.0,68.0,70.0,71.0,73.0
67,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,5.0,,5.0,5.0,5.0,7.0,10.0,14.0,19.0,25.0,32.0,40.0,50.0,57.0,63.0,68.0,72.0,76.0,79.0,82.0,85.0,88.0,91.0,94.0,97.0
68,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,3.0,,3.0,3.0,4.0,5.0,8.0,12.0,17.0,23.0,31.0,40.0,48.0,56.0,64.0,70.0,76.0,80.0,84.0,88.0,92.0,96.0,100.0,100.0,100.0
69,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,3.0,5.0,6.0,7.0,8.0,10.0,13.0,17.0,21.0,25.0,30.0,40.0,50.0,60.0,70.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0
70,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,10.0,11.0,12.0,13.0,13.0,14.0,14.0,15.0,15.0,17.0,18.0,19.0,20.0,22.0,24.0,25.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0
71,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,1.0,,2.0,2.0,2.0,3.0,4.0,6.0,8.0,9.0,12.0,15.0,20.0,25.0,32.0,40.0,50.0,58.0,64.0,69.0,74.0,79.0,84.0,89.0,94.0
72,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,1.0,,1.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,7.0,9.0,13.0,17.0,21.0,27.0,33.0,39.0,46.0,54.0,62.0,70.0,78.0,86.0,94.0
73,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,15.0,,23.0,27.0,30.0,32.0,33.0,34.0,35.0,35.0,35.0,41.0,43.0,45.0,47.0,49.0,51.0,53.0,55.0,57.0,59.0,61.0,63.0,65.0,67.0
74,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,1.0,,5.0,10.0,10.0,10.0,10.0,20.0,30.0,50.0,50.0,50.0,50.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0
75,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,18.0,,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,27.0,27.0,28.0,28.0,28.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0
76,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,4.0,8.0,12.0,16.0,20.0,25.0,30.0,35.0,40.0,45.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
77,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,2.0,,4.0,5.0,8.0,10.0,12.0,15.0,20.0,25.0,35.0,45.0,60.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
78,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,8.0,,16.0,23.0,28.0,33.0,37.0,39.0,40.0,40.0,40.0,43.0,44.0,45.0,47.0,48.0,49.0,50.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0
79,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,20.0,,24.0,28.0,32.0,35.0,39.0,43.0,47.0,50.0,55.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
80,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,10.0,,17.0,22.0,24.0,26.0,27.0,28.0,30.0,30.0,30.0,35.0,37.0,39.0,41.0,43.0,45.0,47.0,49.0,51.0,53.0,55.0,57.0,59.0,61.0
81,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,5.0,,10.0,20.0,30.0,50.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
82,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,1.0,,5.0,5.0,5.0,5.0,5.0,6.0,6.0,8.0,10.0,14.0,19.0,25.0,32.0,40.0,50.0,58.0,65.0,70.0,75.0,80.0,85.0,90.0,95.0
83,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,2.0,,6.0,12.0,15.0,20.0,25.0,32.0,41.0,50.0,57.0,61.0,66.0,69.0,72.0,75.0,77.0,80.0,82.0,84.0,86.0,88.0,90.0,92.0,94.0
84,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,5.0,10.0,15.0,20.0,25.0,30.0,32.0,36.0,38.0,40.0,50.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
85,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,1.0,1.0,1.0,3.0,5.0,8.0,12.0,16.0,21.0,26.0,32.0,38.0,45.0,51.0,58.0,65.0,73.0,80.0,87.0,94.0,100.0,100.0,100.0
86,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,2.0,,4.0,5.0,6.0,7.0,8.0,10.0,13.0,17.0,21.0,25.0,30.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0
87,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,1.0,,2.0,3.0,4.0,5.0,8.0,12.0,16.0,21.0,26.0,32.0,38.0,45.0,51.0,58.0,65.0,73.0,82.0,91.0,100.0,100.0,100.0,100.0,100.0
88,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,4.0,,6.0,7.0,11.0,11.0,18.0,24.0,30.0,36.0,41.0,46.0,50.0,53.0,57.0,60.0,64.0,67.0,71.0,75.0,79.0,83.0,87.0,91.0,95.0
89,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,9.0,,12.0,13.0,16.0,19.0,22.0,25.0,28.0,32.0,35.0,39.0,43.0,47.0,50.0,54.0,57.0,61.0,64.0,68.0,71.0,75.0,78.0,82.0,85.0
90,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,13.0,,17.0,18.0,24.0,31.0,37.0,41.0,45.0,47.0,49.0,50.0,50.0,51.0,52.0,54.0,56.0,59.0,62.0,66.0,70.0,74.0,78.0,82.0,86.0
91,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,10.0,,14.0,17.0,23.0,28.0,34.0,38.0,43.0,47.0,50.0,54.0,57.0,61.0,64.0,67.0,71.0,74.0,77.0,80.0,83.0,86.0,89.0,92.0,95.0
92,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,12.0,,12.0,12.0,12.0,12.0,12.0,14.0,15.0,18.0,21.0,25.0,30.0,35.0,40.0,46.0,52.0,58.0,64.0,70.0,76.0,82.0,88.0,94.0,100.0
93,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,2.0,5.0,10.0,10.0,15.0,15.0,20.0,20.0,25.0,25.0,30.0,30.0,35.0,35.0,40.0,40.0,45.0,45.0,50.0,50.0,55.0,55.0
94,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,19.0,,23.0,25.0,25.0,25.0,26.0,27.0,28.0,31.0,35.0,41.0,50.0,58.0,64.0,69.0,73.0,77.0,80.0,82.0,84.0,86.0,88.0,90.0,92.0
95,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,4.0,,6.0,6.0,8.0,10.0,13.0,17.0,22.0,28.0,34.0,42.0,50.0,57.0,62.0,67.0,71.0,75.0,78.0,81.0,84.0,87.0,90.0,93.0,96.0
96,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,4.0,,6.0,6.0,8.0,10.0,13.0,17.0,22.0,28.0,34.0,42.0,50.0,57.0,62.0,67.0,71.0,75.0,78.0,81.0,84.0,87.0,90.0,93.0,96.0
97,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,15.0,,16.0,16.0,20.0,25.0,29.0,33.0,37.0,41.0,44.0,47.0,50.0,53.0,56.0,58.0,61.0,65.0,68.0,73.0,78.0,83.0,88.0,93.0,98.0
98,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,1.0,,5.0,5.0,5.0,6.0,7.0,9.0,11.0,14.0,17.0,20.0,24.0,28.0,32.0,36.0,41.0,45.0,51.0,56.0,61.0,66.0,71.0,76.0,81.0
99,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,2.0,,5.0,8.0,12.0,15.0,18.0,21.0,23.0,26.0,28.0,31.0,33.0,36.0,39.0,42.0,47.0,51.0,57.0,62.0,67.0,72.0,77.0,82.0,87.0
100,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,20.0,,25.0,30.0,35.0,40.0,45.0,50.0,60.0,65.0,70.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
101,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,12.0,,18.0,23.0,26.0,27.0,28.0,29.0,30.0,30.0,30.0,32.0,33.0,35.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0
102,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,6.0,,6.0,6.0,7.0,8.0,10.0,12.0,15.0,18.0,23.0,27.0,32.0,38.0,44.0,50.0,56.0,62.0,69.0,75.0,81.0,87.0,93.0,99.0,100.0
